title, weekend_rev, weekend_rev_mean
Virus,6013640,2980
Howard the Duck,5070136,3262
Running Scared,5227757,3799
Armed and Dangerous,4348276,2801
Ruthless People,5274306,4747
Trick or Treat,2912687,2298
Deadly Friend,3804429,3136
Peggy Sue Got Married,6942408,8025
Crocodile Dundee,8038855,9145
Tough Guys,4565342,5333
Soul Man,4422179,3449
Heartbreak Ridge,8100840,5510
Firewalker,4130323,3687
Dry Cleaning,14919,14919
My Name Is Joe,16017,8008
Still Crazy,102971,7355
Payback,21221526,7776
Simply Irresistible,2232686,1642
20 Dates,40244,13414
Blast from the Past,7771066,3057
Message in a Bottle,16751560,6600
My Favorite Martian,8828586,3880
Jawbreaker,1603425,2001
October Sky,5905250,3950
Office Space,4231727,2432
200 Cigarettes,3244277,3324
8MM,14252888,6013
Breakfast of Champions,42326,6046
Eight Days a Week,9090,1010
Just the Ticket,247585,3019
Pet Sematary,12046179,7600
Christine,3408904,3262
Night Shift,2539633,3718
House on Haunted Hill,15946032,5884
Meteor,2250000,3913
Analyze This,18383507,7300
Cruel Intentions,13020565,5631
Six Ways to Sunday,9521,9521
Harvest,5870,5870
Wing Commander,5114365,2533
Dead Ringers,3012180,2890
Village of the Damned,3222450,1705
Baby Geniuses,5613587,3323
I Stand Alone,6955,6955
Forces of Nature,13510728,6564
Ravenous,1040727,1000
True Crime,5276109,2848
Bandits,13050700,4069
Dangerous Beauty,105989,10599
Edtv,8311290,3163
10 Things I Hate About You,8330681,3668
Tango,78315,15663
Metroland,26682,2223
Go,4706795,3011
Never Been Kissed,11836707,4821
Twin Dragons,2829990,2506
Foolish,2184633,7162
Lovers of the Arctic Circle,10697,5348
Goodbye Lover,1011175,1168
Life,20414775,7869
Hideous Kinky,82431,8243
Jeanne and the Perfect Guy,4417,4417
Open Your Eyes,38289,3828
SLC Punk,36218,1906
Pushing Tin,3555032,2770
Election,119080,19846
eXistenZ,810262,3165
Entrapment,20145595,7159
Idle Hands,1807181,1121
Get Real,54254,9042
Heaven,1983,1983
Three Seasons,47542,15847
Night of the Comet,3580578,3261
My Science Project,1504118,1499
Dick Tracy,22543911,9667
This Is My Father,54876,6097
After Life,11791,11791
Black Mask,4449692,4545
Edge of Seventeen,5302,5302
Endurance,14339,3584
Besieged,159289,4424
Frogs for Snakes,12191,420
Superman,7465343,14695
Dracula,23514615,8151
It Came from Hollywood,1095003,1684
Invasion of the Body Snatchers,1298129,2917
Notting Hill,21811180,7940
Eternity and a Day,24221,8073
Twice Upon a Yesterday,17620,2936
Instinct,10390387,5046
Buena Vista Social Club,127370,8491
Desert Blue,13092,2618
A Place at the Table,92257,2636
Free Enterprise,13086,1454
Limbo,139634,9308
Tarzan,34221968,11388
Run Lola Run,123643,10303
Trekkies,125636,370
Big Daddy,41536370,13721
My Son the Fanatic,38399,7679
Arachnophobia,8045760,5440
Wild Wild West,27687484,8284
Summer of Sam,5952452,3875
American Pie,18709680,7460
Arlington Road,7515145,4607
Autumn Tale,33631,16815
Muppets from Space,4826049,2130
My Life So Far,53937,10787
Eyes Wide Shut,21706163,9002
Lake Placid,10974145,5235
Ghostbusters,13578151,10140
Drop Dead Gorgeous,3986269,3302
Inspector Gadget,21889138,7778
Trick,118594,19765
Deep Blue Sea,19107643,6695
Mystery Men,10017865,4690
Runaway Bride,35055556,11100
Twin Falls Idaho,49849,8308
Vibes,916482,913
Brighton Beach Memoirs,2580750,3330
Assassination,2787449,2787
Crimes of the Heart,1402921,5702
No Mercy,2198069,1822
Little Shop of Horrors,3659884,4226
Radio Days,1522423,11893
From the Hip,2645437,2727
Outrageous Fortune,6404783,5924
Deadtime Stories,708112,2776
Light of Day,3536309,3397
Plenty,436266,18177
Dick,2210267,1452
Illuminata,53264,6658
Bowfinger,18062550,6675
Brokedown Palace,3871616,2225
Detroit Rock City,2005512,1112
Better Than Chocolate,84584,5638
Head On,14224,14224
Cobra,12653032,5937
Never Talk to Strangers,2903457,1922
Heaven Can Wait,3652486,6763
Haunted Honeymoon,2768003,2646
Funny Farm,5655439,3632
Big,8216190,7258
Problem Child,10026900,5850
Problem Child 2,5372880,3670
Oscar and Lucinda,83461,11923
Tequila Sunrise,6350974,5695
Mickey Blue Eyes,10178289,3955
Universal Soldier,10057084,5249
Love Stinks,1339575,1011
Perfect Blue,9600,9600
In Too Deep,4220297,6327
Iron Eagle,6104754,5652
Medicine Man,8494271,6514
On the Ropes,7431,7431
Dudley Do-Right,3018345,1674
Lucie Aubrac,19644,19644
Chill Factor,4529231,1770
Outside Providence,2631411,2506
Bedrooms and Hallways,16459,16459
Stigmata,18309666,6315
Stir of Echoes,5811664,3078
Best Laid Plans,14872,2974
Whiteboyz,23149,1361
Queens Logic,144341,3901
Nightmares,2572750,2510
American Beauty,861531,53845
Stop Making Sense,41666,5952
Blue Streak,19208806,7023
For Love of the Game,13041685,4609
Sugar Town,42668,5333
Fright Night,6118543,3967
Excalibur,4519706,6531
Sommersby,8104624,5659
Thumbelina,2318822,1543
Double Jeopardy,23162542,9094
Jakob the Liar,2056647,1713
Mumford,1851291,1274
Dog Park,154524,301
Guinevere,54145,5414
Simon Sez,185472,368
Drive Me Crazy,6846112,3081
Three Kings,15847636,5386
New Rose Hotel,5147,5147
Romance,44829,14943
Monkey Shines,1902024,1610
Random Hearts,13012585,4824
Superstar,8912743,4587
Molly,9683,806
Risky Business,4275327,6381
Total Recall,25533700,12395
Body Heat,564593,16605
Children of Paradise,10741,5371
Hairspray,577287,7307
Reds,2325029,5871
Return with Honor,30830,1340
Flashdance,4076124,3575
Hard Eight,69486,2396
Someone to Watch Over Me,2908796,3260
Fight Club,11035485,5621
Beefcake,42178,7029
Fever Pitch,12400125,3795
Joe the King,11793,2358
Time Bandits,6507356,7926
All That Jazz,86229,17245
Crimes and Misdemeanors,911385,13808
Bats,4717902,1857
Bringing Out the Dead,6193052,3198
Crazy in Alabama,1010596,832
Three to Tango,4406135,1972
Body Shots,488342,1580
RoboCop,8008721,5068
RoboCop 2,14145411,8000
Who Framed Roger Rabbit,11226239,10742
For Your Eyes Only,6834967,7179
House on Haunted Hill,15946032,5884
Music of the Heart,3653281,2708
Being John Malkovich,637721,25508
Dreaming of Joseph Lees,7680,3840
Man Of The Century,7724,3862
Princess Mononoke,144446,18055
Train of Life,66163,1470
American Movie,20260,10130
Last Night,24057,859
Rosetta,20187,10093
Creepshow,5870889,5209
Creepshow 2,3584077,4133
Falling Down,8724452,7151
Nighthawks,2525360,3832
Repossessed,266975,2321
Spaceballs,6613837,4778
Quest for Fire,2171303,9736
Trading Places,7348200,5344
Meatballs,77170,11024
Dead Again,3479395,7731
Under the Rainbow,2297493,4707
Light It Up,2408613,1975
Anywhere But Here,5607137,3353
Dogma,8669945,6832
Poison Ivy,119840,5992
Stand and Deliver,411884,13729
Moonstruck,127599,18228
42 Up,11599,11599
Liberty Heights,95247,23811
Mansfield Park,85608,10701
Sleepy Hollow,30060467,9810
All About My Mother,50362,12590
Scrooged,13027842,10323
Matewan,23850,23850
Maurice,49278,49278
Fatal Attraction,7602740,10030
Jagged Edge,4094091,3639
Midnight Run,5506290,4755
Awakenings,417076,34756
Come See the Paradise,110968,22193
Backdraft,12686200,6850
Country,24443,24443
Places in the Heart,274279,19591
End of Days,20523595,7915
Toy Story 2,300163,300163
Flawless,1590155,3326
Ride with the Devil,64159,5832
Tumbleweeds,80030,2581
Agnes Browne,6322,3161
Stealing Home,2346864,2385
Cradle Will Rock,93998,11749
Diamonds,7837,3918
Anna and the King,5223416,2450
Bicentennial Man,8234926,3270
Stuart Little,15018223,5218
Fantasia 2000,2290525,42417
Magnolia,193604,27657
Onegin,8855,8855
Simpatico,459020,1793
Boiling Point,4006019,2811
Brenda Starr,30035,625
Any Given Sunday,13584625,5423
Man on the Moon,7515585,3615
Galaxy Quest,7012630,2907
Next Friday,14465156,13114
Play It to the Bone,3366,3366
Titus,22313,11156
Snow Falling on Cedars,32135,10711
My Dog Skip,56943,11388
Supernova,5778639,2534
Dead Calm,2463551,2568
Against All Odds,3766128,3858
Fast Times at Ridgemont High,2545674,5111
American Flyers,78345,15669
Pacific Heights,6912637,5408
Down to You,7602507,3857
Where the Buffalo Roam,1750593,3772
Eye of the Beholder,5959447,3403
Santitos,85000,894
Encino Man,9866120,4812
Malcolm X,9871125,8782
Sister Act,11894587,8317
Alive,8624292,7618
Agnes of God,221552,27694
Scent of a Woman,357468,17873
Patriot Games,18511191,7827
Death Becomes Her,12110355,8595
Far and Away,10194520,6440
Howards End,52568,52568
Singles,4184875,3900
Buffy the Vampire Slayer,4515541,2305
Man Bites Dog,15176,15176
El Mariachi,312528,4735
Forever Young,5609875,3280
Of Mice and Men,97851,7527
Bad Lieutenant,47454,23727
Scream 3,34713342,10012
Single White Female,10212401,5855
Gun Shy,703109,2375
Knockout,88000,800
Different for Girls,52816,3772
Snow Day,14331819,5379
Cotton Mary,24680,6170
Not One Less,50256,8376
Trois,200815,10040
Boiler Room,5742129,4301
Hanging Up,13567978,5182
Pitch Black,11577688,6319
Beautiful People,13987,13987
Bluebeard,8370,8370
Class Reunion,3086525,2753
Reindeer Games,8128356,3688
Wonder Boys,5808919,4636
Deterrence,23318,3331
Judy Berlin,61236,3222
Mifune,44137,3678
3 Strikes,3684704,5435
Drowning Mona,5802229,2928
Beyond the Mat,9532,9532
My Tutor,435188,4533
Jail Bait,1890,945
For All Mankind,33777,5629
Born Yesterday,5911343,4557
Birdy,13720,13720
And God Created Woman,393647,1022
Never Cry Wolf,1116437,12686
Mission to Mars,22855247,7483
Defending Your Life,92622,30874
Breaking Away,17702,17702
Hoosiers,220068,7335
Bull Durham,5009301,4046
Betrayed,5534787,5342
Volunteers,5184360,3323
JFK,5223658,4487
Harry and the Hendersons,4154740,2930
Shanghai Surprise,729885,1820
She-Devil,3509647,2501
Date With an Angel,816062,968
Blind Date,7531273,6020
Nadine,2188857,2880
Turtle Diary,40115,20057
Titanic,28638131,10710
Erin Brockovich,28138465,9880
Final Destination,10015822,3871
Animal House,276538,23045
School Daze,1802656,8193
Do the Right Thing,3563535,10095
Jungle Fever,5332860,8385
Death Wish 2,1871487,4964
Death Wish 3,5319116,3643
Dying Young,9725885,6266
Cool as Ice,638625,1625
Teenage Mutant Ninja Turtles,25398367,12661
Red Dawn,8230381,4517
Band of the Hand,2235720,2404
Born American,2225475,2077
Bloodsport,515721,4192
Funny Bones,26946,1924
Grumpy Old Men,3874911,3114
Romeo Must Die,18014503,6821
Here On Earth,4510705,2634
Whatever It Takes,4104298,1806
Buddy Boy,3651,1825
Waking the Dead,150422,2426
Gothic,32061,32061
Lord of the Flies,4410457,4966
Heart and Souls,4322250,3390
Empire Records,150800,1733
La Bamba,5651990,4517
Ladyhawke,3450536,3267
Lucas,1250101,1990
High Fidelity,6429107,5434
Hook,13522535,6155
My Chauffeur,3613652,2884
Roadside Prophets,11066,11066
Madame Sousatzka,172740,8637
Max Dugan Returns,2791002,3532
Misery,10076834,8100
My Life,5536098,6920
Solaris,6752722,2807
No Way Out,4259460,5284
Black and White,2212535,1723
Frequency,9025584,3443
Ready to Rumble,5257778,2033
Return to Me,7820836,3896
Rules of Engagement,15011181,4757
Me Myself I,28030,3114
Taffin,107303,525
Arthur,2719534,3879
Bachelor Party,4573530,4230
Parenthood,10506450,8325
Predator,12031638,7413
28 Days,10310672,4086
American Psycho,4961015,4013
Keeping the Faith,8078671,3754
Where the Money is,2513530,1634
East Is East,53569,13392
Passion of Mind,236047,2269
Diner,218221,10391
Shakes the Clown,35589,3954
Prick Up Your Ears,38643,38643
Caddyshack,3142689,4790
Gossip,2321729,1522
U-571,19553310,7570
Jennifer Eight,3619666,3743
Limelight,9259,9259
Committed,11452,1908
Where the Heart Is,8292939,3402
Bossa Nova,48011,5334
Timecode,93148,13306
Two Moon Junction,558908,1220
Gladiator,34819017,11851
I Dreamed of Africa,2411445,1141
Up at the Villa,339819,3818
Human Traffic,26160,1189
Breathless,4384369,3776
Inferno,3981,3981
Battlefield Earth,11548898,3492
Center Stage,4604621,3057
Held Up,1911007,2777
Screwed,3342085,1899
Whipped,2181379,1379
Regret to Inform,6294,6294
Things Change,600809,6068
Honeymoon in Vegas,7318157,4470
Dinosaur,38854851,11929
Loser,6008611,2980
Road Trip,15484004,6120
Small Time Crooks,3880723,4486
Possession,1575214,5834
Shanghai Noon,15607034,5756
Better Living Through Circuitry,24970,6242
Moonraker,7108344,9020
Running Free,55451,554
American Gigolo,3559930,6245
Rent-a-Cop,295000,1528
Romeo and Juliet,11133231,8725
Stay Tuned,3532540,2200
Benji the Hunted,21530,21530
Baraka,26812,13406
Flatliners,10034685,7607
Private School,4411861,4308
Night of the Creeps,220800,3154
Predator 2,8784943,4505
Starman,2872022,2277
Alien Nation,8421429,5889
Mad Max Beyond Thunderdome,7283714,4941
Bird on a Wire,15338160,7890
Angel Heart,3688721,4526
Firestarter,4726660,3485
Sleepwalkers,10017354,5374
Action Jackson,5424783,4343
Soapdish,6736380,5283
Burglar,4509754,4425
Fatal Beauty,2693714,2411
American Pimp,28699,5739
Sunshine,42700,10675
Trixie,41620,5945
Assault on Precinct 13,6502724,2830
Near Dark,635789,2426
One False Move,44545,8909
Shaft,21714757,9291
Prince of the City,64713,21571
Big Trouble in Little China,2723211,2586
Boys and Girls,7008950,3534
Shaft,21714757,9291
Time Regained,38041,6340
Chicken Run,17506162,7027
Asylum,36272,7254
Communion,822123,3425
Bound by Honor,1002548,2564
Missing in Action,6101460,5305
Dreamscape,2257627,2766
House Party,4611024,8867
House Party 2,6027105,5173
Croupier,63472,3340
Scary Movie,42346669,14542
Shower,40125,6687
Groove,55946,6216
Footloose,8556935,6182
What Lies Beneath,29702959,10559
Freejack,6736243,4343
White Sands,3151629,2471
Thomas and the Magic Railroad,4154932,2060
Wonderland,91798,18359
Autumn in New York,10987006,4872
Coyote Ugly,17319282,6528
Hollow Man,26414386,8935
Space Cowboys,18093776,6450
Mad About Mambo,32432,635
Saving Grace,287452,9581
Bronco Billy,3708710,2807
Pumpkinhead,686567,1956
Air America,8064480,4240
Steel Magnolias,5425440,11303
Easy Money,5844974,5172
Silent Fall,1531244,1224
Bless the Child,9413684,3729
About Adam,33300,6660
Godzilla 2000,4407720,2087
Supergirl,5738249,3568
Bring It On,17362105,7295
Catfish in Black Bean Sauce,29827,2711
Backstage,496226,1541
Turn It Up,576820,872
Anatomy,5725,715
Nurse Betty,7145950,4897
Almost Famous,2314646,17669
Bait,5485591,2332
Circus,8406,1050
Duets,2002588,3446
Goya in Bordeaux,47962,9592
Urbania,72129,7212
Uninvited Guest,100835,2881
Under Suspicion,109863,5782
Prince of Central Park,5810,1452
Woman on Top,2008191,1850
Dancer in the Dark,91612,30537
Best in Show,413436,31802
Beautiful,1409433,2181
Girlfight,197896,7067
Remember the Titans,20905831,11210
Hellraiser,4453232,4059
Phantom of the Opera,4001890,6433
Runaway,1198279,1664
Bamboozled,190720,11218
Get Carter,6637830,2867
Get Carter,6637830,2867
Meet the Parents,28623300,10950
Requiem for a Dream,64770,32385
Tigerland,26715,5343
Two Family House,137853,2120
Lost Souls,7954766,4037
Detour,145,29
Billy Elliot,215681,21568
Bedazzled,13106526,5103
Pay It Forward,9631359,4521
Lucky Numbers,4536625,1816
Little Nicky,16063904,5520
Men of Honor,13339465,6376
Red Planet,8721296,3226
You Can Count on Me,118170,14771
Bounce,11423716,5956
One Day in September,15149,3029
102 Dalmatians,19883351,7353
Malena,62282,1887
Quills,249383,27709
Unbreakable,30330771,11200
Boys Life 3,28487,4069
Proof of Life,10207869,3773
Vertical Limit,15507845,6722
Code of Silence,5512461,3045
Wall Street,4104611,5622
Born on the Fourth of July,172021,34404
Talk Radio,80547,13424
Snatch,27932,27932
Punchline,160742,40185
Chocolat,157624,19703
Pollock,44244,22122
What Women Want,33614543,11160
Finding Forrester,701207,3506
Before Night Falls,85230,10653
Cast Away,28883406,10412
Miss Congeniality,10046534,3765
Songcatcher,41967,5995
State and Main,580163,8057
Dracula 2000,8636567,3918
All the Pretty Horses,1304971,879
An Everlasting Piece,9128,1141
Thirteen Days,46668,5833
Traffic,184725,46181
Shadow of the Vampire,150171,25028
House of Games,116677,12964
Kill Me Again,66013,298
Annie,510632,36473
At Close Range,180286,4622
Gettysburg,913617,7367
Imaginary Crimes,21748,3106
Antitrust,5486209,2254
Double Take,11736236,7195
Save the Last Dance,23444930,10513
Panic,18006,4501
Love Field,301000,1433
Mystic Pizza,1163939,2902
Prelude to a Kiss,5273395,4228
Untamed Heart,4125556,3673
Amy,222500,37083
Faithless,29462,14731
Two Ninas,10976,1829
Amazon Women on the Moon,171723,3434
Baby Boom,1357413,6961
Back to the Beach,3265660,3023
Barfly,45900,22950
Best Seller,905399,3578
Beverly Hills Cop,15214805,9931
Big Shots,1417738,1521
Critical Condition,5715701,4255
Cry Freedom,318723,11804
Curse,1169922,3588
Dead of Winter,951548,1937
Death Before Dishonor,1847950,2381
Disorderlies,2707980,4977
Eddie Murphy Raw,9077324,6525
Empire of the Sun,1314509,5842
Ernest Goes to Camp,6171957,4005
Extreme Prejudice,3498957,3267
Five Corners,78602,6550
Flowers in the Attic,5020317,4776
Gardens of Stone,1645588,2688
Hiding Out,2062120,2087
Hollywood Shuffle,95667,6377
Hope and Glory,25497,12748
Hot Pursuit,1507645,1884
Housekeeping,32171,16085
Innerspace,4739913,2956
Ironweed,36973,18486
Ishtar,4331817,3803
Leonard Part 6,1316337,1152
Less Than Zero,3008987,3454
Made in Heaven,1678154,1868
Maid to Order,1162491,4050
Mannequin,6001208,6439
Masters of the Universe,4883168,4120
Million Dollar Mystery,513731,368
My Demon Lover,1815583,1628
North Shore,1319290,1645
Head Over Heels,4804595,2055
Left Behind,2158780,2489
Valentine,10024648,4339
In the Mood for Love,113280,18880
Nico and Dani,16942,5647
Hannibal,58003121,17957
Saving Silverman,7411852,3004
Vatel,16032,8016
Down to Earth,17268883,6850
Sweet November,9733954,4291
Company Man,74743,718
Monkeybone,2685078,1559
3000 Miles to Graceland,7160521,2813
